order_item_id,order_id,product_id,quantity,unit_price
1151,459,7,3,303.0
1152,460,5,3,20.73
1153,460,37,1,422.21
1154,460,28,3,319.66
1155,460,9,1,212.66
1156,461,26,3,428.38
1157,461,48,2,217.07
1158,461,21,2,415.56
1159,462,13,1,142.55
1160,463,10,1,296.69
1161,464,21,2,415.56
1162,464,8,3,103.42
1163,464,23,1,290.79
1164,464,29,2,85.51
1165,465,6,1,113.23
1166,466,14,2,478.82
1167,467,23,2,290.79
1168,467,33,1,269.4
1169,468,12,1,350.58
1170,468,26,2,428.38
1171,468,36,3,113.71
1172,469,30,1,108.71
1173,470,4,1,48.03
1174,471,24,3,27.68
1175,471,41,3,457.0
1176,471,6,3,113.23
1177,471,38,2,118.38
1178,472,13,3,142.55
1179,473,22,1,443.3
1180,474,11,3,380.61
1181,475,2,2,126.22
1182,475,44,2,200.84
1183,475,12,2,350.58
1184,475,14,1,478.82
1185,476,10,1,296.69
1186,476,40,3,137.53
1187,476,40,1,137.53
1188,476,42,2,438.8
1189,477,4,1,48.03
1190,477,18,2,366.22
1191,477,9,2,212.66
1192,477,13,3,142.55
1193,478,25,3,387.67
1194,479,23,3,290.79
1195,479,33,2,269.4
1196,479,25,2,387.67
1197,479,12,1,350.58
1198,480,2,2,126.22
1199,480,4,2,48.03
1200,481,11,1,380.61
1201,481,16,3,52.87
1202,482,49,1,202.7
1203,483,12,1,350.58
1204,483,16,3,52.87
1205,483,21,3,415.56
1206,484,46,3,127.08
1207,485,37,1,422.21
1208,485,32,3,306.52
1209,486,3,1,369.55
1210,486,4,1,48.03
1211,486,39,1,403.5
1212,486,2,3,126.22
1213,487,40,1,137.53
1214,487,9,2,212.66
1215,487,46,1,127.08
1216,488,10,3,296.69
1217,489,34,2,85.88
1218,490,38,1,118.38
1219,490,22,2,443.3
1220,490,21,1,415.56
1221,490,11,3,380.61
1222,491,42,2,438.8
1223,491,12,3,350.58
1224,491,36,3,113.71
1225,491,40,2,137.53
1226,492,25,2,387.67
1227,492,47,3,271.79
1228,493,47,1,271.79
1229,493,45,3,75.72
1230,494,12,3,350.58
1231,495,41,3,457.0
1232,495,7,2,303.0
1233,496,16,2,52.87
1234,497,46,3,127.08
1235,498,1,2,17.38
1236,498,14,1,478.82
1237,498,45,1,75.72
1238,498,23,2,290.79
1239,499,25,2,387.67
1240,500,27,2,193.16
1241,500,25,2,387.67
